id,type,text
671,R,"Keep in mind that serving in foreign armed forces is considered treason in many countries. I know that over here, people have to ask the president for amnesty before returning home. (Which is always granted, obviously)"
675,R,>>669That's false : The biggest ethnicities in the Légion are Slavs and French.
676,R,>>675s-slavs?
682,R,"Training is very harsh, most don't make it to the end"
783,R,Pense une autre temps.
798,R,>>675wait why are French people serving in the Foreign Legion
800,R,>>798hardcore training and high honor. For the few frenchtards that still have that value (not much believe me).
801,R,Stupid question maybe: do you have to know French to join it?
803,R,>>801You need to be willing to learn french.
805,R,>>803Jamais!
811,R,">>682How is training on burrying your head and sand and sticking a baguette up your ass, does it hurt after a while?"
817,R,>>811>so mad he can't even type properlyWhy though
873,T,"allo les /fr/ancs, c'est pourquoi qu'on a pas de nombre identificateur ici? jtrouve ca une bonne fonction."
874,R,>>873beh écoute on ne m'a jamais posé la question. Je peux le rajouter si d'autres anons le demandent.
875,R,"
C'est viable uniquement à taux d'utilisateurs élevée.
Ici, c'est nul."
876,R,"
>>875
Du coup j'ai pas l'impression qu'on me le demande et c'est vrai OP, je ne vois pas trop l'intérêt ici."
1003,T,"
postez vos vidéos"
1025,R,"
juste l'intro"
1047,R,
1070,R,"
https://www.youtube.com/watch?v=cKq0bxN2XvM&feature=youtu.be&t=1m58s"
1071,R,"
>>1070
nice"
1093,R,"
https://www.youtube.com/watch?v=1EQW7FNL0sE"
1094,R,"
>>1093"
1164,R,
1506,T,"
Bonsoir, ne trouvez-vous pas que Larry Silverstein a eu un sacré coup de bol ce jour là  ?"
1507,R,"
ui"
1508,R,"
Un gros coup de CHANCE"
1511,R,"
La veine légendaire du bon vieux Larry"
1512,R,"
Il a eu un de ces PIFS sur ce coup la n'empèche"
1513,R,"
It was the juif
https://dumps.wikimedia.org/backups-of-old-wikis.html"
1514,R,"
It was a juif ? San blague !"
1522,R,"
faux drapeau de les juifs pour commencer la inexorable marche vers l'état policier globaliste et justifier les guerres ziocon dans le moyen-oryent"
1004,T,"
Postez votre ""contenu original"", forcez vous bande de pédés"
1005,R,"
oc"
1006,R,
1014,R,
1016,R,"
>>1014"
1018,R,"
>>1005
https://www.youtube.com/watch?v=G1YsN71Yvt8"
1023,R,"
>>1016
very nice, t'es italien?"
1024,R,"
>>1023
Je n'aurais jamais cru voir ce lien sur 8chan ahah"
1036,R,
1037,R,
1144,R,"
>>1018"
1160,R,"
Aucun rapport avec le français mais bon"
1161,R,"
>>1160
Presque une bannière."
1320,R,
1550,T,"
Je vous présente une idée sociétal qui, je pense, pourrait apporter une grande avancer et que j'ai appeler provisoirement l'ultramasculisme. 
Voici les grandes lignes: Nous pensons que la femme est l'être imparfait de l'humanité dans le sens qu'elle est une erreur de la nature. En partant de cette idée, elle doit donc laisser sa place a celui qui devrait vraiment l'avoir, l'homme. Mais comment ? En masculinisant l'humanité tout entière pour n'avoir plus que des hommes (avec un petit h) sur Terre.
Coté positif= 
-Pour ceux qui aime les hommes, c'est le paradis car l'homosexualité deviendras la seul sexualité accepter et, je l’espère, disponible
-Les problèmes d'inégalité religieuse seront régler ainsi que pour les problèmes d'inégalité en général (droit a l'école ect)
-Une paix commune pourra être instauré car nous pensons qu'entre homme, seulement qu'entre homme, ont se comprendras
-Les problèmes criminels touchant le sexuel auront une baisse énorme
Point négatif= 
-Les femmes n'existerons plus 
-Il n'y aura plus d'hétérosexualité
Droit possible=
*Pour éviter des massacres inutiles de la gente féminine, les femmes restantes seront purifier par la science via des changement de gènes ou quelque chose comme sa
* Les femmes ou homme voulant garder/prendre leur/une apparences féminine auront le droit mais devrons s'implanter/conserver un/leur pénis et devrons être stérilisé. 
Voila voila, n'hésitez pas a poser des questions ou a relever des points importants"
1551,R,"
Bien tenté Jean Noël mais retourne sur jvc"
870,T,qui est ton haut francaisfu? litteralement parfait
871,R,Salut GoogleC'est la meuf de la pub happn. Invincible.
1296,R,"
dur dur de choisir"
1321,R,"
>>870>quand tu vois l'idole de ton enfance être une vraie cocktease dans du Godard
sinon, mélanie thierry, ofc"
1348,R,"
La doublageuse d'Amalia(Le Wakfu)."
1353,R,"
PEH"
1375,R,"
pourquoi elle est si parfait, /fr/?"
1462,R,"
une militante française belle parfaite comme on les aime :D 
mais fort loin qu'on les aime !"
1473,R,"
>>1375
Pourquoi T_T"
717,T,Notez moi sur 10 mes /fr/ères
718,R,>>717Meutrieur/10
722,R,Champagne/10
726,R,>>718Crimier/10
727,R,On a le droit à la calculette ?
71,T,"Thread littérature, ça intéresse quelqu'un.Nouveau sur 8chan aussi, 4chan m'a décidément trop cassé les couilles ce soir. /b/ dépérit.À vous"
75,R,"Je viens de finir les deux bouquins d'Amoreena Winkler, c'est terrifiant…>Amoreena Winkler est née en 1978, à Rome, dans la secte pédophile, proxénète et apocalyptique Les enfants de Dieu dont elle sort à l’âge de 17 ans. >Purulence, livre de la nécessité écrit plus d’une dizaine d’années après, est le récit à hauteur d’enfant de cette survivante, dont la lucidité transforme le témoignage en une œuvre d’une présence effroyable.Extrait de Purulence :http://www.ego-comme-x.com/IMG/pdf/PURULENCE-extrait-56p.pdfProchain arrêt : JFK/11 SEPTEMBRE - 50 ans de manipulations. Quand j'aurais fini Hommage a la Catalogne."
76,R,"Je recommande plus que tout L'amour de Phèdre de Sarah Kane. C'est une petite pièce de théâtre de 70 pages, ça se lit en 30 minutes, mais c'en est pas moins impressionnant.C'est vraiment la meilleur pièce moderne que j'ai jamais lu.Hyppolite devient un personnage dégueulasse et dépressif ici, contrairement aux versions classiques du mythe.Sarah Kane a écrit quelques autres pièces aussi, toujours courtes, avant de se suicider en 1999.Recommandé.En plus fun, ""La différence entre Socrate et moi"" de Woody Allen, dans Destins tordus. C'est franchement à mourir de rire."
77,R,"Allez, c'est pour vous  La différence entre Socrate et moi — Woody Allen De tous les hommes illustres que la terre ait jamais portés, celui que j’aurais préféré être fut Socrate. Pas uniquement parce-qu’il était un grand penseur; je suis connu pour émettre moi-même des pensées suffisamment profondes, bien qu’elles tournent invariablement autour d’une hôtesse de l’air suédoise et d’une paire de menottes. Non, l’intense admiration que suscite en moi le plus sage des Grecs est due à son courage face à la mort. Sa décision fut non pas de renoncer à ses principes, mais plutôt de donner sa vie afin de donner son point de vue. Personnellement, je suis beaucoup moins intrépide devant la mort, et serais plutôt du genre, quand j’entends un bruit effrayant, comme une voiture qui pétarade, à me précipiter directement dans les bras de la personne avec qui je converse. En deux mots, la mort sublime de Socrate donne à toute son existence sa signification authentique, chose dont ma vie est totalement dépourvue, bien qu’elle possède un rapport étroit avec la direction générale des Impôts. Il me faut confesser que j’ai essayé plusieurs fois de me glisser en pensées dans les sandales de l’immense philosophe, et chaque fois que cela m’arrive, je m’endors aussitôt et fais le rêve suivant:(La scène se passe en prison, dans ma cellule. La plupart du temps, je reste assis, solitaire, absorbé par quelque problème ardu de la pensée rationaliste, tel que: « Peut-on qualifier d’œuvre d’art un objet qui sert à récurer les fourneaux? » Au lever du rideau, je reçois la visite de Simmias et Agathon.)AGATHON — Ah! mon bon ami, vieil homme d’une profonde sagesse. Comment se passent vos jours de captivité?ALLEN — Que peut-on dire de la captivité, Agathon? Seul le corps peut- être circonscrit. Mon esprit vagabonde librement, sans entraves et c’est pourquoi en vérité je demande: la captivité existe-t-elle?AGATHON — Eh bien, et si vous voulez aller vous promener?ALLEN — C’est une bonne question. Je ne peux pas.(Les trois personnages sont assis des postures classiques, et ne sont pas sans évoquer un bas-relief. Finalement, Agathon reprend la parole.)AGATHON — Je crains que le monde ne soit méchant. Vous avez été condamné à mort.ALLEN — Ah, je suis attristé d’avoir provoqué une discussion au Sénat. AGATHON — Sans discussion. À l’unanimité.ALLEN — Vraiment?AGATHON — Au premier tour.ALLEN — Hmmm. J’aurais cru pouvoir compter sur quelques supporters.SIMMIAS — Le Sénat est furieux de votre projet d’État utopique.ALLEN — Je pense que je n’aurais jamais du suggérer de prendre un philosophe pour roi.SIMMIAS — Surtout en vous raclant la gorge et en vous désignant du doigt."
78,R,">>77ALLEN — Pourtant je n’éprouve nul ressentiment pour mes bourreaux. AGATHON — Moi non plus.ALLEN — Euh, oui, bon… car qu’est-ce que le mal sinon un excès debien?AGATHON — Qu’est-ce à dire?ALLEN — Regardons les choses ainsi: si un homme chante une bellechanson, c’est merveilleux. S’il la chante pendant des heures, on commence à avoir la migraine.AGATHON — Exact.ALLEN — Et pour peu qu’il refuse de s’interrompre, il arrive qu’on ait envie de lui enfoncer des chaussettes dans la gorge.AGATHON — Oui, c’est tout à fait vrai.ALLEN — Quand la sentence doit-elle être exécutée? AGATHON — Quelle heure est-il maintenant? ALLEN — Aujourd’hui!AGATHON — Ils ont besoin de la cellule.ALLEN — Alors qu’il en soit ainsi! Qu’ils prennent ma vie. Qu’il soit bien enregistré que j’ai préféré mourir que renoncer au principe de la vérité et du libre examen. Ne pleure pas, Agathon.AGATHON — Je ne pleure pas, c’est mon allergie.ALLEN — Pour l’homme qui pense, la mort n’est pas une fin mais un commencement.SIMMIAS — Comment ça?ALLEN — Eh bien, si vous me donnez une minute…SIMMIAS — Prenez votre temps.ALLEN — Est-il vrai, Simmias, que l’homme n’existe pas avant sanaissance? N’est-ce pas?SIMMIAS — C’est bien vrai.ALLEN — Et qu’il n’existe plus après sa mort?SIMMIAS — Je suis d’accord.ALLEN — Hmmm.SIMMIAS — Alors?ALLEN — Attendez une petite seconde, je me sens un peu brouillé. Voussavez, ici il n’y a que du mouton à manger, et il n’est jamais assez cuit. SIMMIAS — La plupart des hommes considèrent la mort comme le néantfinal, c’est pourquoi ils la redoutent.ALLEN — La mort est un état de non-existence. Ce qui n’est pas n’existepas. Donc la mort n’existe pas. Seule la vérité existe. La vérité et la beauté. Elles sont interchangeables, mais sont des aspects l’une de l’autre. Euh, qu’ont-ils dit exactement qu’il prévoyait pour moi?AGATHON — La ciguë. ALLEN (surpris) — La ciguë?AGATHON — Vous vous rappelez ce liquide noir qui a rongé votre table de marbre?ALLEN — Vraiment?AGATHON — Rien qu’une petite coupe. Ils ont quand même prévu une soucoupe au cas où vous en renverseriez."
79,R,">>78ALLEN — Je me demande si c’est douloureux?AGATHON — Ils se sont inquiétés de savoir si vous n’alliez pas faire un esclandre. Ça gêne les autres prisonniers.ALLEN — Hmmm…AGATHON — J’ai dit à tout le monde que vous mourriez bravement plutôt que de faillir à vos principes.ALLEN — Oui, oui certainement… euh, est-ce que la notion d’exil a été évoquée?AGATHON — On a cessé d’exiler l’an dernier. Trop de paperasserie.ALLEN — Bon… eh bien… (troublé, distrait, mais s’efforçant de garder bonne contenance) je, euh… eh bien, quoi de neuf à part ça?AGATHON — Ah, j’ai rencontré Isocèle. Il a une idée pour un nouveau triangle.ALLEN — Bien… Bien… (cessant soudain de feindre le courage) Écoutez je peux mettre de l’eau dans mon vin… Je ne veux pas mourir! Je suis trop jeune!AGATHON — Mais, c’est votre seule chance de mourir pour la vérité!ALLEN — Ne vous méprenez pas. Je suis totalement pour la vérité, mais d’un autre côté, j’ai une déjeuner à Sparte la semaine prochaine, et je ne voudrais pas le manquer. C’est à mon tour de payer. Vous connaissez ces Spartiates. Pour un oui, pour un non, ils déclenchent une guerre…SIMMIAS — Notre plus grand philosophe serait-il un lâche?ALLEN — Je ne suis pas un lâche et je ne suis pas un héros. Je me situe quelque part entre les deux.SIMMIAS — Une vermine rampante!ALLEN — Appelez ça comme vous voulez.AGATHON — C’est bien vous qui avez prouvé que la mort n’existe pas! ALLEN — Hé, écoutez. J’ai prouvé tout un tas de choses. C’est comme çaque je paie mon loyer. Des théories et de petites observations. Une remarque malicieuse de temps en temps. Quelques maximes occasionnelles. C’est mieux que de peigner la girafe, mais ça ne va pas très loin.AGATHON — Mais vous prouvé plusieurs fois que l’âme est immortelle!ALLEN — Et elle l’est! Sur le papier, tout au moins. Vous voyez, c’est ça l’ennui avec la philosophie; elle n’est pas tellement fonctionnelle une fois qu’on est sorti de l’école.SIMMIAS — Et le concept d’éternité? Vous avez dit que chaque chose a toujours existé et existera toujours.ALLEN — Je faisais allusion aux objets massifs. Une statue ou quelque chose comme ça. Pour les gens, c’est très différent.AGATHON — Mais tous ces discours sur la mort semblable au sommeil?ALLEN — Oui, oui mais la différence est que, quand vous êtes mort et que quelqu’un crie « debout là-dedans, c’est l’heure de se lever », c’est difficile d’enfiler ses pantoufles.(Le bourreau arrive, portant une coupe de ciguë. Il ressemble étrangement au comique irlandais Spike Milligan.)"
80,R,">>79LE BOURREAU — Ah! Nous y voilà. Le poison, c’est pour qui? AGATHON (me désignant) — Pour monsieur.ALLEN — Bon sang, elle est grande cette coupe. C’est normal que çafume comme ça?LE BOURREAU — Ouais. Et buvez bien tout, parce-que souvent, lepoison reste au fond.ALLEN (c’est généralement à partir d’ici que mon comportement diffèrede celui de Socrate, et qu’on me dit que je crie en dormant) — Non! Je neveux pas! Je ne veux pas mourir! À l’aide! Non, je vous en supplie!(Il me tend le breuvage bouillonnant, en dépit de mes supplications répugnantes, et tout espoir semble perdu. Puis, en raison d’un instinct de conservation inné, le cauchemar change brutalement d’aspect, et un message arrive).LE MESSAGER — Arrêtez tout! Le Sénat a revoté! Les charges sont abandonnées. Votre valeur a été réaffirmée, et il a été décidé de vous honorer à nouveau.ALLEN — Enfin! Enfin! Ils retrouvent leurs esprits! Je suis un homme libre! Libre! Et digne de tous les hommes comme avant! Vite, Agathon, Simmias, prenez mes affaires. Je dois partir, Praxitèle va vouloir faire une première ébauche de ma statue. Mais avant de partir, je tiens à vous énoncer une petite parabole.SIMMIAS — Bon Dieu, ils ont vite retourné leur toge! Je me demande s’ils savent ce qu’ils veulent!ALLEN — Un groupe d’homme vivent dans une caverne obscure. Ils ignorent qu’à l’extérieur le soleil brille. La seule lumière qu’ils connaissent est la flamme vacillante de quelques pauvres chandelles qui leur servent à se déplacer.AGATHON — Où ont-ils acheté les chandelles?ALLEN — Eh bien, disons qu’ils les ont.AGATHON — Ils vivent dans une pauvre caverne et ils ont deschandelles? Ça n’a pas l’air plausible.ALLEN — C’est pour les besoins de la démonstration.AGATHON — Ok, ok, mais venons-en au fait.ALLEN — Alors, un jour, l’un des habitants de la caverne en sort etdécouvre le monde extérieur… SIMMIAS — Dans toute sa clarté.ALLEN — J’allais le dire, dans toute sa clarté.AGATHON — Et quand il essaye de dire aux autres ce qu’il a vu, ils ne le croient pas.ALLEN — Eh bien non. Il ne dit rien aux autres.AGATHON — Vraiment?ALLEN — Non. Il ouvre une boucherie, il épouse une danseuse et ilmeurt d’hémorragie cérébrale à quarante-deux ans.(Ils m’empoignent et me forcent à avaler la ciguë. C’est généralement ici que je me réveille en sueur; seuls quelques œufs au plat et une tranche de saumon fumé peuvent me rasséréner)."
102,R,Allen le youpin.
106,R,"Bonjour mes copains francais, est-ce que vous connaisez des livrez pour quelqu'un qui veut apprendre francais? Je suis un debutant."
110,R,mon livre français préféré: La Chartreuse de Parme (Stendhal)
111,R,">>106J'en connais pas. Mais je suis certain que n'importe quel bibliothèque en Croatie aura des livres pour apprendre le français. Peut-être des livres d'enfants seront les plus faciles, mais certainement pas les plus intéressants."
125,R,"Bernard Werber. TOUT les Bernard Werber. Chacun de ses livres est un chef d'oeuvre (bien que sa dernière série, la troisième humanité ne m'ait pas fait le même effet que les autres.), chaque livre incite à la réflexion, sur nos origines, notre futur, notre place dans l'univers et je trouve ça … fascinant. Voilà."
126,R,">>77>Socrate>son courage face à la mort. Sa décision fut non pas de renoncer à ses principes, mais plutôt de donner sa vie afin de donner son point de vue. Personnellement, je suis beaucoup moins intrépide devant la mort,alors ça, c'est la légendel'intellectuel jusqu-au-boutiste que tout le monde voudrait sauver mais non, lui, il insiste pour mourir…Vaste fumisterie.S'ils ne voulaient pas assassiner Socrate, il ne fallait pas le condamner à mort (jury populaire).Quant à l'idée qu'il aurait pu accepter de s'échapper, mouai, de toute façon il aurait au minimum dû s'exiler, ce qui est connu comme être souvent pire que la mort.Socrate n'a d'ailleurs pas été un cas isolé : après la défaite face à Sparte, la chute des 30 Tyrans et le déclin, il y eut à Athènes une féroce chasse aux sorcières.>>76les chans franglais sont un petit monde, je pense que nous avons déjà parlé de Sarah Kane.Don't believe the hype.Des jeunes femmes se suicident tlj, ça n'en fait pas des génies."
127,R,">>125je n'aurais jamais pensé m'intéresser aux fourmis, ni à ce genre de collections SF tête de gondole.Mais j'ai lu ça la semaine dernière, et c'est franchement pas mal.C'est vrai que les scientifiques arrivent à parler politique et partage de la domination du monde avec des fourmis-reines?"
147,R,">>126Euh oui. Ce présupposé est évident et c'est Woody Allen hein, donc c'est censé être drôle. Après Sarah Kane rien à foutre de son suicide. Sa pièce l'amour de phèdre est juste un chef d'oeuvre à mon gout. C'est comme Céline. Je me bats royalement les couilles de la personnalité des artistes, ce qui m'intéresse c'est ce qu'ils produisent. En l'occurrence, j'adore le style de Kane."
173,R,1984
623,R,"Je ne vois pas l'intérêt de discuter de littérature anglophone ici. On a /lit/ pour ça.Pour les québécois sur /fr/, je vous conseille Les insolences du Frère Untel. C’est pas comme si nos cours d’histoire nous ont enseigné grand-chose. Vous en apprendrez sur le passage de la grande noirceur à la révolution tranquille. Et vous devriez savoir pourquoi beaucoup ont dit qu’ils aimaient encore plus le Frère Untel que Maurice Richard."
641,R,4chen devient de pire en pire.genre de dictature.genre de ramollissement.
642,R,>>71Sword Art Online Meilleur Livre
643,R,">>642Y'a un jap parmis nous? Mais t'es perdu?>>641C'est mort. Se connecter à google pour poster. J'y crois pas, c'est la fin."
649,R,>>71Hin hin on voit sa culotte.
650,R,">>125Oui, ça fait cet effet là quand on est ado. Après on se rend compte que c'est du recyclé depuis les fourmis."
658,R,>>643arrête ils sont à fond sur nous et nos teubs de noirs (tout le porn asiatique x noir n'empêche)
693,R,"Je viens de commencer Orages d'acier. La façon Ernst Jünger décrit me donne envie de rejoindre le reich allemand glorieux.Regerdez cette 'Stud' la, comme il est cool calm et collect."
694,R,>>693sa serait peut-être plus convincant si t'écrivais mieux que moi
728,R,">>694Bah, je ne suis pas habitue a écrire en français. Si j'étais je ne serais pas ici."
729,R,">>728Donner-moi un peu 'wiggle room', a apprendre une langue n'est pas si facile. Surnomment quand on n'est pas dans un pays que se parle."
730,R,"Pourriez-vous lire mon poème,svp?"
733,R,>>730Quel poème?
1412,T,"
Allo, allo?  Comment faire pour installer l'Internet sur mon PC?"
1413,R,"
>>1412
efface le system 32"
1414,R,"
>>1412
Install gentoo
Ou trisquel
C'est comme tu veut"
1419,R,"
>>1413
Helas, il n'a que le system 8 ?!!
>>1414
J'vais essayer TempleOS, on m'a dit c'est la meilleure distro pour internet !
Image c'est mon autre PC.  J'sais pas encore lequel est plus puissant !"
1421,R,"
>>1419
Tu as tenté avec Cyclades ?"
1482,T,"
J'aime la chatte"
1483,R,"
Moi aussi"
1491,R,"
>>1482
Je parie que c'est un gars."
1496,R,
1498,R,"
>>1496
Nom de la chanson?"
1525,R,"
>>1498
Ce qui tue l'armour."
1526,R,"
>>1525
Merci"
1537,R,"
>>1526
De rien."
1187,T,"
1 Allez sur cable6/f/
2 Insinuez que la planche est un repère de gauchistes (ne pas oublier d'employer le terme ""gauchiste"")
3 ????
4 Profitez!"
1189,R,"
Pas facile la vie du gauchiste moyen sur le web francophone."
1192,R,"
>>1187
Sympa ta pub. Mais j'ai rien à foutre sur ce site."
1198,R,"
>>1192>Mais j'ai rien à foutre sur ce site.
T'es mieux à poster sur ta planche moisie, t'as raison."
1203,R,"
>>1198>dixit le type postant sur ladite planche
Doublepensée?"
527,T,Bien votre pays moisi ? Continuez à vous enfoncer pendant qu'on fait fructifier l'or juif
528,R,Je connais ce sentiment mec
530,R,">>527Bordelmes suisses sont donc partoutj'aime regarder la France se dégrader, vivement 2017"
917,R,">ce sentiment quand tu as une double nationalité française
La baguette est en moi"
1239,R,"
J'peux venir? Il parait quue vous êtes pas trop tendu du string avec les flingues, alors qu'iici dans molenbeek ça passe pas hyper bien"
53,T,toi aussi tu vas jihad?
163,R,Non
1029,T,"
Postez vos gifs (pas de porn svp)"
1030,R,
1031,R,
1032,R,"
>>1031
j'ai saved le troisième"
1046,R,
1049,R,
1056,R,
1058,R,
1059,R,
1060,R,
1061,R,
1064,R,
1066,R,
1067,R,
1068,R,
1072,R,
1081,R,
1082,R,"
>>1081
source?"
1084,R,"
>>1082"
1085,R,
1086,R,
1087,R,
1088,R,
1089,R,
1090,R,
1091,R,
1092,R,
1095,R,"
>>1087
c'est quoi?"
1097,R,"
>>1095
ça ressemble à l'agence tout risque"
1105,R,"
>>1097
c'est ce que je me disais"
1106,R,
1107,R,
1108,R,
1109,R,
1110,R,
1111,R,
1114,R,
1115,R,
1166,R,"
liée(?)"
1182,R,
1209,R,
1210,R,
1212,R,
1220,R,
812,T,Donc ce board me parrait un peu mort. Il est temps de reprendres les présences.Est-ce que pierre est présent?
813,R,Je ne comprend pas.
814,R,>>813Donc je suppose que Pierre n'est pas là non plus.
816,R,"Ben, oui, mais je ne sais pas si c'est le Pierre auquel tu penses."
840,R,"Non, mais il y a g… g… g-…Gui.>ooooh"
1227,T,"
Salut les 8channers français !
J'ai besoin d'aide dans ma quête de psychédélique, je cherche du lsd ou des champottes pour cette soirée hivernale morose de samedi soir. Je suis dans la région de Beaune/Arnay-le-duc en Borugogne.
Faites-moi des offres sérieuses, pas de blabla inutiles, merci.
Bonne soirée amis psychonautes !"
1243,R,>Bonne soirée amis psychonautes !
808,T,"Friends Do you think it's possible to learn just enough French that I can understand wakfu in a short time Because I can't stand Ruel's dubbed voice. Yugo's is fantastic, but all in all the dub is awkward sounding in many ways So yeah I've been doing a course on memrise for the past few days and it's been going decently and I've made conjugation charts and shit. I'm half through first season of wakfu lads do you think I'll learn enough in time that I can finish off the show subless"
809,R,">>80Franchement, si tu n'essaies même pas de poster ici en français, t'es pas sur la bonne pente."
810,R,>french>no subs>final destination
825,R,">>808I'd say you would need about 3-6 months to get to a good enough level to understand the show. idk what your level is now, but just study a little everyday, immerse yourself in the language by constantly listening to french podcasts/radio, watch other french shows, but without subtitles, you don't even have to understand it, it's just to get used to the language."
862,R,>dubsVoir la VOST.
189,T,just fun
190,R,
191,R,
192,R,
193,R,
203,R,>>189Déjà vu
243,R,
244,R,
281,R,
299,R,
615,R,">>299Bah putain, c'était quoi ca?"
624,R,lucy je dirais
640,R,>>189
645,R,">>299Luc Besson, rendort toi, t'est ivre!"
1555,T,"
Si vous cherchez une communauté francophone plus active vous pouvez aller sur FranChan.biz
https://franchan.biz"
1557,R,"
>>1555 (vérifié)
Ça a l'air tout aussi mort qu'ici."
1563,R,"
>>1557
C'est toujours en développement + maintenance en ce moment"
1568,R,"
>>1563
Ca a bien avance depuis, tout fonctionne au poil maintenant :) 
https://www.franchan.biz
https://m.youtube.com/watch?feature=youtu.be&v=ivGC3GVnSGc"
1569,R,>chan
1573,R,"
>>1568
J'en suis ravi !"
1578,R,"
>>1568>Pas d'inscriptions
 Encore heureux."
27,T,Hey frenchfaggots lol how does it feel to know that we rape your women and destroy your civilization?ISLAM WILL DOMINATE THE WEST!SHARIA LAW NOW!
28,R,"I'm sure they love that muslim dick, those faggots."
34,R,>>27Salut l'amère loque:-)
56,R,Quelle horreur!
57,R,Applaudhamburger.
67,R,">>27No woder american eat so much, if each time they put the burger down they type bullshit like that…"
146,R,Israel dominate the West faggot
254,R,"J'adore les commentaires venant de cette sous race d'espèce humaine(l'arabe musulman). Cette catégorie d'individu qui ne sert strictement à rien, autant sur le plan intellectuel que sur le plan physique. Vous êtes des bons à rien"
337,R,"comme disait chirac, ca m'en touche une sans faire bouger l'autre"
422,R,">>254Si,ils servent à alimenter la haine et le racisme ordinaire, remercions-les, ils sont en train de nous fournir d'eux mêmes une excuse pour que les français se révoltent et les chasses comme on a fait avec les ritales"
432,R,Même pas foutu de latter un pays de 8 millions d'habitants les gars… rentrez chez vous manger des kebabs…
440,R,"Les musulmans sont invincibles. Et pour le prouver, ils s'en vont massacrer fièrement des musulmans.La logique m'échappe. Au moins les Aztèques avaient institutionalisé le truc, là c'est dans la confusion la plus complète. Mais bon, chacun son trip."
614,R,Putain c'est vraiment facile de troller les français.
688,R,
759,R,oui oui praise JAMBON!
777,R,">>440>Au moins les Aztèques avaient institutionalisé le truc, là c'est dans la confusion la plus complète.N'ayons pas peur des mots: c'est du travail d'arabe."
781,R,Stupide americaine cochon
796,R,"Va te faire sucer par ton pédophile de prophète ! (s'est marié avec une petite de huit ans, le batard )"
797,R,>>781>Australians>Not subhuman
998,R,"
>>797
test"
388,T,"Je vien d'enménager a paris pour y étudier, need conseils genre bars sympa / ou trouver de la bonne weedAlso thread général parisien"
396,R,Étudier quoi ?
1002,T,"
Postez vos webms et mp4s; point bonus si c'est du français"
1009,R,"
C'est trop brutal, je ne peux pas regarder!"
1010,R,"
>>1009"
1101,R,"
>>1009"
1102,R,
1113,R,"
>>1102
Quoi de baise?"
1116,R,"
>>1102>ce doublage
Quel dommage, putain."
1155,R,
1156,R,
1157,R,
1169,T,"
Bonjour, /fr/!
I would like to get better on my french, so I thought that some french media would be a good start, but I dont know where to look.
Could you guys give me some info on good french-speaking series and movies?
Merci!"
1170,R,"
>>1169
I'd recommend watching the work of Jean-Pierre Jeunet, starting with Amélie and Delicatessen.
If you are interested in artsy movies, Jean-Luc Godard or Claude Chabrol would probably interest you."
1171,R,"
>>1169
watch le visiteur du futur, it's time travel fun and there's english subs"
1175,R,"
I liked the movie 'Les Choristes' a lot, see pic. It's like the dramatical version of Sister Act set in post-war France.
Not really a dramatical series but I also like 'Le Dessous des Cartes' which is usually broadcasted on the Franco-German channel 'arte' but you can find the episodes all over youtube in French. They are just about 10 minutes long and the topics are geopolitics and geography, for example putting (the events in) certain countries into spotlight or talking about stuff related to current events. 
I use them because there are French and German versions, so I don't know if this interests you."
1176,R,"
thank guys, I will totally check it out.
>>1175
This one is really interesting, i really llike to be informed on geopolitics so this is great. I wish we had arte on Spain, I heard quite a few times about it and it seens like a great quality TV channel."
1177,R,"
>>1176
Yeah but their media library sucks, which is usual for public broadcasters.
They delete most of the programs 7 days after them being broadcasted.
If you like (Chinese) cartoons check out 'Wakfu' which is a flash-animated series (2 seasons) based on the lore of a French MMORPG.
I'm suggesting this because most uploads include French (and English) subtitles."
1181,R,"
Y'a un teuton dans ce sujet qui est plus utile que les français pour faire apprendre la langue. C'est beau."
678,T,"Salut à tous.  Je cherche une série de version originale française depuis quelques mois.  Je préfère les dessins animés, mais de ce-que j'ai vu, il n'y en a pas beaucoup.  Des séries de guignols sont aussi bonnes, mais je connais seul Les Guignols de l'Info.  Aussi, les chaînes qui diffusent les programmes qui ne sont pas l'actualité ne sont pas disponibles aux États-Unis.  Est-ce que quelqu'un peut m'aider?"
679,R,"Les dessins animés en série? Voyons voir, il y a Wakfu, Dofus… Hmmm, sans doute il y en a plus, mais je ne connais que ces deux là.Pour le TV, tu peux essayer arte plus7. Ils ont une archive sur leur site web, mais seul certains documentaires (et les actualités) sont disponible. Tu ne trouvra pas une chaîne qui offre plus que ça, je pense."
681,R,UN VILLAGE FRANCAISTRES BONNE SERIE
684,R,Wakfu est sur Netflix US avec les VO en français.
685,R,">>681Je l'ai vu, mais c'est trop difficile pour comprendre sans des soustitres, et je veux améliorer mon compréhension du français parlé.>>679Merci pour les deux séries.  Je vais les explorer."
690,R,Essaye Oban. La plupart des épisodes sont disponobles sur Youtube. C'est une collaboration entre les jap' et les français.
696,R,>>678code lyoko ;)
703,R,>>696Quelle horreur ce dessin animé. J'ai jamais compris l'attrait.
710,R,>>703y'avait de la belle 3d
1535,T,"
On parle de n'importe quoi, il y a des dérangés, bref on s'amuse bien, venez !
https://discord.gg/X7SHpNq"
1549,R,"
Non ?>>C'est quoi cette pub discord de merde ? Quel était ton but ?"
1559,R,"
>>1549
Surement un gros fils de pute."
